GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC02_EST_VC02,HC01_EST_VC10,HC02_EST_VC10,HC01_EST_VC22,HC02_EST_VC22,HC01_EST_VC27,HC02_EST_VC27,HC01_EST_VC30,HC02_EST_VC30,HC01_EST_VC31,HC02_EST_VC31,HC01_EST_VC33,HC02_EST_VC33,HC01_EST_VC34,HC02_EST_VC34,HC01_EST_VC36,HC02_EST_VC36
1400000US36001013400,36001013400,"Census Tract 134, Albany County, New York",1027,38857,0.0,,533,41971,6.9,,494,31316,45.7,24737,4.0,,54.3,32639,5.5,50156
1400000US36001013503,36001013503,"Census Tract 135.03, Albany County, New York",1888,67438,3.4,56146,1150,111667,7.2,23393,738,42750,48.2,38824,10.7,48472,51.8,44028,0.0,
1400000US36001013505,36001013505,"Census Tract 135.05, Albany County, New York",988,70250,1.2,,638,86917,11.6,70500,350,50000,56.9,35375,0.0,,43.1,86295,4.9,
1400000US36001013506,36001013506,"Census Tract 135.06, Albany County, New York",2563,63287,2.2,,1496,84464,5.1,74327,1067,36135,50.3,35532,5.2,94732,49.7,41458,9.4,58403
1400000US36001013507,36001013507,"Census Tract 135.07, Albany County, New York",1018,75658,4.2,,664,84773,13.9,39464,354,48833,43.5,41500,11.3,83542,56.5,73667,30.2,82891
1400000US36001013508,36001013508,"Census Tract 135.08, Albany County, New York",2522,88364,1.6,,1873,101696,5.3,42315,649,43125,67.3,43170,4.6,,32.7,43036,8.0,125208
1400000US36001013601,36001013601,"Census Tract 136.01, Albany County, New York",3059,69622,1.2,81250,1806,96016,2.4,56359,1253,36343,65.8,36538,11.7,77083,34.2,36161,4.0,75500
1400000US36001013602,36001013602,"Census Tract 136.02, Albany County, New York",1856,62216,5.8,37988,1023,78750,5.4,,833,55225,47.3,41375,11.6,65458,52.7,59712,13.7,60833
1400000US36001013703,36001013703,"Census Tract 137.03, Albany County, New York",617,99293,0.0,,495,106042,3.2,,122,41429,52.5,48000,4.9,,47.5,41087,13.9,
1400000US36001013705,36001013705,"Census Tract 137.05, Albany County, New York",2677,72886,0.0,,1599,83697,6.8,97530,1078,41538,65.7,32534,5.8,131500,34.3,77195,12.2,96136
1400000US36001013706,36001013706,"Census Tract 137.06, Albany County, New York",777,108661,1.3,,626,116316,2.9,,151,46736,54.3,35500,4.0,,45.7,58625,3.3,
1400000US36001013707,36001013707,"Census Tract 137.07, Albany County, New York",2502,89643,0.0,,1596,107443,3.7,,906,52958,49.7,54083,5.2,,50.3,42955,4.5,
1400000US36001013801,36001013801,"Census Tract 138.01, Albany County, New York",2999,64257,1.4,66667,2016,92704,4.7,24656,983,38301,61.0,37600,6.6,93490,39.0,42875,11.4,33393
1400000US36001013802,36001013802,"Census Tract 138.02, Albany County, New York",1516,100136,3.0,95481,1178,106856,3.6,49444,338,59881,61.2,54297,2.1,,38.8,61736,15.1,85313
1400000US36001013901,36001013901,"Census Tract 139.01, Albany County, New York",996,70000,0.0,,639,89792,11.4,73073,357,45365,51.5,40417,5.0,81071,48.5,46927,9.0,66111
1400000US36001013902,36001013902,"Census Tract 139.02, Albany County, New York",2258,80893,3.9,113818,1353,88875,5.9,165861,905,65151,49.1,62903,13.5,98476,50.9,66607,19.6,102986
1400000US36001014001,36001014001,"Census Tract 140.01, Albany County, New York",1936,52931,0.7,,930,67250,2.9,23375,1006,39688,49.0,31736,5.9,76719,51.0,50813,6.6,73281
1400000US36001014002,36001014002,"Census Tract 140.02, Albany County, New York",1769,60919,0.3,,1154,62256,10.0,46050,615,42122,56.9,42348,10.9,93472,43.1,41375,7.2,73929
1400000US36001014100,36001014100,"Census Tract 141, Albany County, New York",2130,89590,0.6,,1315,125440,0.8,,815,52026,76.0,50790,17.2,111645,24.0,87546,3.6,
1400000US36001014201,36001014201,"Census Tract 142.01, Albany County, New York",2065,92212,1.8,,1640,95152,5.9,40357,425,59712,63.3,42404,3.5,,36.7,66667,12.2,126719
1400000US36001014202,36001014202,"Census Tract 142.02, Albany County, New York",2459,97214,1.2,,1565,122686,1.8,,894,49861,60.5,45815,0.0,,39.5,92404,9.7,95057
1400000US36001014203,36001014203,"Census Tract 142.03, Albany County, New York",2502,101214,1.4,,1576,133464,2.7,70750,926,51332,45.8,42305,8.4,88750,54.2,54630,5.2,75952
1400000US36001014301,36001014301,"Census Tract 143.01, Albany County, New York",1032,59884,0.7,,635,71658,5.7,41071,397,33438,41.1,17266,0.0,,58.9,37917,15.1,74250
1400000US36001014302,36001014302,"Census Tract 143.02, Albany County, New York",2990,98319,0.0,,2179,110729,1.5,,811,65938,69.3,51939,16.9,97014,30.7,68693,13.8,68150
1400000US36001014401,36001014401,"Census Tract 144.01, Albany County, New York",1630,56225,0.0,,1115,73036,9.7,60500,515,36902,46.8,46969,10.5,65000,53.2,32931,11.8,33405
1400000US36001014402,36001014402,"Census Tract 144.02, Albany County, New York",1387,49534,0.3,,832,67696,7.5,24083,555,24482,62.0,18864,11.7,9266,38.0,32782,13.2,23776
1400000US36001014501,36001014501,"Census Tract 145.01, Albany County, New York",930,88430,0.5,,631,107939,2.2,82500,299,53083,61.9,44572,18.7,64100,38.1,54167,9.0,92250
1400000US36001014502,36001014502,"Census Tract 145.02, Albany County, New York",1336,69518,1.0,,914,87038,3.0,173750,422,40859,54.3,31161,7.8,,45.7,42404,8.1,
1400000US36001014503,36001014503,"Census Tract 145.03, Albany County, New York",1092,83333,1.0,,808,97813,4.8,95938,284,44531,60.9,44107,14.4,78068,39.1,44861,2.8,
1400000US36001014606,36001014606,"Census Tract 146.06, Albany County, New York",1390,80446,0.0,,998,104097,4.7,70625,392,50000,69.1,56375,15.3,86190,30.9,34514,5.4,53906
1400000US36001014607,36001014607,"Census Tract 146.07, Albany County, New York",3210,89292,0.5,,2280,113750,2.7,77344,930,47377,49.5,30089,3.0,,50.5,64700,3.1,
1400000US36001014608,36001014608,"Census Tract 146.08, Albany County, New York",1198,80882,0.5,,671,100491,5.4,130132,527,50938,55.4,42625,6.5,,44.6,58375,20.1,105179
1400000US36001014609,36001014609,"Census Tract 146.09, Albany County, New York",2335,65341,0.0,,1022,79818,7.2,135179,1313,53708,40.0,62716,14.2,98750,60.0,47347,19.4,64922
1400000US36001014611,36001014611,"Census Tract 146.11, Albany County, New York",815,93807,2.7,,534,128750,7.1,92500,281,66008,43.8,56406,0.0,,56.2,67200,20.6,92500
1400000US36001014612,36001014612,"Census Tract 146.12, Albany County, New York",670,78125,0.0,,442,103462,3.6,83750,228,34286,65.4,21964,6.6,34844,34.6,51094,12.7,67188
1400000US36001014613,36001014613,"Census Tract 146.13, Albany County, New York",1165,83856,0.7,,816,90375,1.0,,349,36602,55.6,36406,11.7,110125,44.4,50893,9.7,25909
1400000US36001014614,36001014614,"Census Tract 146.14, Albany County, New York",2308,79677,2.7,,1310,118819,5.4,112880,998,44609,54.0,41941,5.4,75000,46.0,53683,6.0,106719
1400000US36001014615,36001014615,"Census Tract 146.15, Albany County, New York",1213,58036,0.0,,578,109107,3.5,,635,48341,65.4,45929,14.3,47147,34.6,61154,10.2,120273
1400000US36001014700,36001014700,"Census Tract 147, Albany County, New York",970,70698,1.4,,688,94412,6.3,64083,282,39000,36.2,28333,2.1,,63.8,46250,5.7,59375
1400000US36001014801,36001014801,"Census Tract 148.01, Albany County, New York",1214,65625,1.3,93750,780,91167,6.8,47321,434,42950,30.6,41250,10.6,97300,69.4,43306,17.3,37208
1400000US36001014802,36001014802,"Census Tract 148.02, Albany County, New York",754,51944,1.1,,493,70781,3.4,65417,261,25750,66.3,19698,29.9,41250,33.7,36250,4.2,88438
1400000US36001014803,36001014803,"Census Tract 148.03, Albany County, New York",1369,69728,0.0,,1014,79044,3.2,72000,355,31563,38.3,23889,1.7,,61.7,50288,28.5,69712
1400000US36003940200,36003940200,"Census Tract 9402, Allegany County, New York",6,,100.0,,6,,0.0,,0,,,,,,,,,
1400000US36003950100,36003950100,"Census Tract 9501, Allegany County, New York",1092,45139,0.3,,764,57931,9.8,50750,328,26765,43.0,22375,9.8,48125,57.0,31250,6.1,43750
1400000US36003950300,36003950300,"Census Tract 9503, Allegany County, New York",1543,41152,0.8,17500,935,51178,4.9,20000,608,27031,46.2,21250,5.9,17308,53.8,33750,6.1,36150
1400000US36003950400,36003950400,"Census Tract 9504, Allegany County, New York",1518,42937,0.0,,1021,50492,9.5,31016,497,22425,46.3,22273,12.1,62273,53.7,23125,7.0,34125
1400000US36003950500,36003950500,"Census Tract 9505, Allegany County, New York",1605,47478,0.6,,962,65000,6.7,41944,643,31213,43.2,22031,4.0,43125,56.8,40125,19.8,47379
1400000US36003950600,36003950600,"Census Tract 9506, Allegany County, New York",1545,36921,1.0,85156,1005,45642,7.6,47115,540,19250,58.3,17375,6.9,17422,41.7,20966,5.0,45250
1400000US36003950700,36003950700,"Census Tract 9507, Allegany County, New York",1653,42263,0.2,,1018,49868,16.6,60134,635,29154,58.1,23839,7.4,70721,41.9,41667,5.8,105066
1400000US36003950800,36003950800,"Census Tract 9508, Allegany County, New York",1256,47946,0.0,,678,68784,4.7,50500,578,21912,49.1,17500,16.8,16450,50.9,25250,16.4,19323
1400000US36003950900,36003950900,"Census Tract 9509, Allegany County, New York",1666,43269,0.0,,1091,53221,10.8,26646,575,26205,51.5,21719,7.8,72589,48.5,32292,5.2,56250
1400000US36003951000,36003951000,"Census Tract 9510, Allegany County, New York",1376,38523,0.0,,950,49571,6.8,37344,426,18680,56.8,17067,0.0,,43.2,25500,14.8,19583
1400000US36003951100,36003951100,"Census Tract 9511, Allegany County, New York",1568,41199,1.1,,1130,49512,11.1,39750,438,22981,61.6,20776,5.0,45000,38.4,27733,11.9,22727
1400000US36003951200,36003951200,"Census Tract 9512, Allegany County, New York",1975,43401,0.4,,1320,49909,4.4,35625,655,26086,46.1,21458,4.7,40313,53.9,31902,14.5,47208
1400000US36003951300,36003951300,"Census Tract 9513, Allegany County, New York",1604,46654,0.5,,1145,53165,10.2,52614,459,20382,34.6,14345,2.6,41875,65.4,25833,12.0,47083
1400000US36005000100,36005000100,"Census Tract 1, Bronx County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",1379,74837,2.8,143750,1166,77759,17.4,86563,213,9568,67.1,9934,0.0,,32.9,8796,5.6,
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",1819,77991,0.9,,1462,78214,14.4,78630,357,55625,53.5,39375,8.1,56518,46.5,68295,14.8,113405
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",1912,32354,1.3,35781,1316,40588,9.3,20313,596,14845,73.3,13901,2.5,,26.7,23320,0.0,
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",834,34635,1.6,20313,468,35000,23.3,40417,366,29028,44.3,47885,10.1,57188,55.7,27065,10.1,110250
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",2980,23423,1.2,,2198,27017,12.6,32713,782,15154,72.0,14785,3.8,,28.0,20625,0.0,
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",1883,14304,2.2,13000,1113,16898,10.0,11645,770,11961,57.9,9663,2.9,,42.1,13811,1.2,
1400000US36005002400,36005002400,"Census Tract 24, Bronx County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",1794,15683,4.5,14583,1209,17003,17.6,16733,585,12538,44.1,10809,9.6,14808,55.9,13221,2.1,
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",1086,20159,2.2,21667,809,23233,2.6,,277,15554,29.2,22829,0.0,,70.8,14643,0.0,
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",1333,18416,3.4,,1035,23512,11.3,34018,298,13472,51.3,13086,9.7,,48.7,13781,10.1,
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",2336,50388,6.2,70294,1431,55346,5.8,60521,905,37594,53.3,40426,8.5,68250,46.7,24413,9.2,
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",509,39962,3.3,,388,51250,2.8,,121,23542,84.3,23333,0.0,,15.7,52750,0.0,
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",1166,19784,1.4,,894,20742,11.4,27115,272,16154,60.7,16250,5.1,,39.3,14938,0.0,
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",1309,22267,2.8,16917,874,28304,12.4,30441,435,14007,53.8,17813,0.0,,46.2,13125,8.0,
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",96,9327,0.0,,40,31250,0.0,,56,8553,44.6,8355,0.0,,55.4,18750,0.0,
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",369,46534,0.0,,294,55714,9.5,,75,16513,76.0,20375,9.3,,24.0,,0.0,
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",1945,27608,0.0,,1266,33846,8.6,24952,679,17574,25.8,15029,5.4,,74.2,27802,11.9,80982
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",503,47841,8.2,35521,325,51083,15.1,80547,178,46364,62.4,39728,0.0,,37.6,49432,7.3,
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",2018,18516,1.5,28438,1545,20298,7.4,61250,473,15313,59.6,14615,2.7,,40.4,18019,0.0,
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",2719,22135,2.7,53438,1889,23451,13.7,17743,830,17083,67.0,14552,3.6,,33.0,25625,1.8,
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",1923,21827,3.2,35313,1326,22257,14.3,21417,597,12975,40.4,12163,2.8,,59.6,14412,3.5,
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",1670,23102,3.8,12356,1110,29634,9.2,20893,560,11284,66.3,11003,0.0,,33.8,12250,0.0,
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",686,44297,2.2,,359,50350,10.0,23077,327,40865,73.4,24063,0.0,,26.6,52837,1.5,
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",1234,24437,6.3,56304,920,27438,19.9,31563,314,13794,52.5,13504,3.2,,47.5,14531,6.1,
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",1456,31250,5.4,38800,1123,38169,16.8,42457,333,16552,55.9,15806,5.1,,44.1,22917,14.4,53889
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",1752,29338,7.0,17875,1253,36375,22.0,55125,499,14107,64.5,9369,3.6,,35.5,42396,16.0,38810
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",1957,20233,1.4,23750,1412,21364,6.2,12356,545,15659,54.9,13750,5.0,51719,45.1,17426,1.5,
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",766,16810,11.2,17500,576,20625,12.8,53636,190,10714,75.3,10486,0.0,,24.7,11125,7.4,
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",1302,16173,6.2,25662,798,15144,0.9,,504,15902,42.9,15000,5.8,,57.1,16719,2.2,
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1729,32254,8.9,48438,1249,36851,20.7,49297,480,16473,35.4,11250,3.8,,64.6,23409,29.8,16349
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",884,17708,5.1,41563,452,34167,13.5,53750,432,9779,52.5,9492,7.9,36429,47.5,10327,1.6,
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1077,38244,5.3,84315,595,38520,14.1,33182,482,31250,56.0,21364,5.2,,44.0,38615,7.1,85375
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",314,43125,0.0,,241,42375,7.1,37361,73,40486,32.9,,0.0,,67.1,12321,20.5,202917
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",2191,47993,5.3,38971,913,61496,16.8,54479,1278,39848,72.6,34444,0.8,,27.4,42016,1.3,
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",2388,24668,9.4,28475,1736,27361,9.7,32648,652,12744,44.8,9381,1.4,,55.2,21800,13.3,60114
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",1829,33809,2.7,36250,1054,45160,2.9,45625,775,23708,43.5,23352,0.0,,56.5,24688,4.8,45563
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1238,27048,10.3,11771,702,41181,14.8,26538,536,14924,36.9,17768,4.7,,63.1,9359,15.9,25302
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",1905,21959,0.0,,1133,24731,18.5,30900,772,14926,48.6,10439,3.4,11912,51.4,20719,9.1,79762
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",2337,21443,4.3,29688,1500,21328,3.6,,837,17330,46.0,16080,7.2,42857,54.0,22695,16.5,24054
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",931,31607,11.9,30950,638,33036,19.0,30919,293,22330,22.2,24205,0.0,,77.8,21477,14.0,
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",2592,19824,3.5,25313,1685,26946,8.0,22468,907,11561,60.3,11101,1.5,,39.7,15341,6.2,
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",1302,33712,1.5,,1017,33977,12.7,34837,285,20966,17.2,11250,0.0,,82.8,22500,0.0,
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",744,39792,3.2,20417,592,37459,9.5,38333,152,55750,75.0,45417,21.1,74125,25.0,59722,0.0,
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1726,44844,7.0,46350,1186,47819,16.1,49432,540,19635,56.9,35139,6.1,,43.1,19050,6.7,
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",1332,20678,2.3,22721,876,24889,0.9,,456,10542,48.9,12188,2.0,,51.1,9033,0.0,
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",1383,44836,1.8,90750,846,48154,7.3,41000,537,36674,47.7,31000,8.6,81333,52.3,44107,13.0,156552
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",1863,22055,2.4,26944,1113,26083,4.8,46685,750,17027,68.1,14428,6.9,,31.9,21607,3.6,
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",1624,41983,9.1,59048,1259,44107,15.8,25729,365,22708,42.7,18750,6.3,,57.3,31188,14.8,56310
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",602,26011,0.0,,465,30605,2.4,,137,16920,29.9,25250,2.9,,70.1,16705,3.6,
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",2004,34095,7.9,26607,1520,43456,24.3,48276,484,14817,63.6,10648,3.3,,36.4,25952,2.1,
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",2282,23472,1.7,13824,1343,28843,13.2,50996,939,12284,49.2,10438,3.3,,50.8,17027,3.4,
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",2063,19409,4.3,12250,1480,24038,11.5,18158,583,11411,59.7,9865,9.1,47863,40.3,14702,5.8,
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",704,52234,0.6,,561,62875,8.6,46346,143,33345,69.2,33398,0.0,,30.8,33000,4.2,
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",1727,24583,2.2,13750,1175,29279,19.2,46042,552,14688,46.7,14375,4.2,39554,53.3,15286,4.9,
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",1385,21313,1.4,26071,1016,25897,11.4,54063,369,10958,84.6,10714,6.0,,15.4,17083,0.0,
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",1845,28875,2.0,27500,1356,34561,14.6,53750,489,11426,57.3,10708,3.5,,42.7,13750,9.2,19271
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",1189,19210,4.1,,811,22417,14.2,31450,378,9567,62.2,9645,8.2,11563,37.8,9391,2.1,
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",1162,27802,0.0,,875,33147,7.0,43917,287,10156,63.8,9447,0.7,,36.2,28333,0.0,
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",1728,42708,2.8,14950,1207,44107,13.8,70179,521,19917,59.9,19500,0.0,,40.1,30481,4.6,
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",1627,30483,3.7,28281,1218,31487,13.6,30577,409,12382,40.3,10972,6.8,,59.7,18750,14.4,71027
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",727,41156,2.3,,572,46923,17.3,27250,155,20516,34.2,20375,0.0,,65.8,20556,0.0,
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",1683,54974,2.3,102917,1188,65129,9.8,34936,495,37757,68.5,35881,5.7,,31.5,48418,2.2,
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",71,46573,0.0,,62,46935,11.3,,9,,100.0,,0.0,,0.0,,0.0,
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",1378,21311,2.8,12361,974,27027,5.7,32143,404,13163,53.5,10750,4.7,,46.5,20395,22.3,26250
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",583,24861,1.2,,388,33056,25.8,54643,195,19125,47.7,9792,2.1,,52.3,26429,0.0,
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",1573,77212,1.5,,955,98523,1.3,,618,66141,48.9,65272,8.6,117688,51.1,75114,12.9,141190
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",1909,23926,3.1,25625,1265,25125,15.6,28906,644,14804,47.7,9164,6.8,62708,52.3,19034,5.7,71016
